APPLICATION_NAME,RESOLUTION_CODE,RESOLUTION,TICKET_NO,OPEN_DATE,END_STATE_DATE_NEXT_BUSINESS_DATE,CLOSED_DATE,PRIORITY,RESPOND_SLA,ASSIGNEE_NAME,BRIEF_DESCRIPTION,DURATION,WORKNOTE,PRODUCT_TYPE,TYPE,APPLICATION_NAME_MASKED,ASSIGNEE_NAME_MASKED
Patient Insights,Solution provided,"Issue - Business Reported that the CHAMP dashboard has was not refreshed on 2/2.

RCA - there was a data connection failure on the tableau server and hence the tableau refresh failed for the CHAMP on 2/2.

Resolution - Worked with PASS team to resolve the tableau refresh issue. The dashboard is up with the latest data in production.",INC03584425,2026-02-03 8:02,,2026-02-16 6:12,3 - Moderate,MISSED,GUNDAP04,Patient Insights - System Performance or Failure,,"2026-02-09 05:04:28 - Punya Gundanna (Work notes)
Issue - Business Reported that the CHAMP dashboard has was not refreshed on 2/2.

RCA - there was a data connection failure on the tableau server and hence the tableau refresh failed for the CHAMP on 2/2.

Resolution - Worked with PASS team to resolve the tableau refresh issue. The dashboard is up with the latest data in production.

2026-02-05 07:52:03 - Punya Gundanna (Additional comments)
Business reported that the CHAMP dashboard refresh failed for 2/2. After working with PASS platform team , we could understand that there was a data connection / tableau server issues and hence the tableau refresh failed on 2/2. The issue has been resolved , we have reached out to Allison with all the details.

2026-02-05 07:52:03 - Punya Gundanna (Work notes)
Business reported that the CHAMP dashboard refresh failed for 2/2. After working with PASS platform team , we could understand that there was a data connection / tableau server issues and hence the tableau refresh failed on 2/2. The issue has been resolved , we have reached out to Allison with all the details. 

From: Gundanna, Punya (Contractor) 
Sent: Thursday, February 5, 2026 6:09 PM
To: Trought, Allison <Allison.Trought@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; SK, Ramya (Contractor) <Ramya.SK@pfizer.com>
Subject: RE: Incident INC03584425 [1 - Critical] - Champ - GBL-C4 MARM PATIENT INSIGHTS SUPPORT

Hi Allison,

As part of the below issue reported , there was a data connection failure on the tableau server and hence the tableau refresh failed for the CHAMP on 2/2.

After which when monitored , we confirm that the tableau refresh is working fine in production.

Kindly let us know if we have your approval to proceed with closure.

Thanks & Regards,
Punya Gundanna
Patient Insights
Pfizer - Revenue Management
punya.gundanna@pfizer.com

2026-02-04 23:29:03 - Punya Gundanna (Work notes)
Issue resolved.

From: Siripuram, Harshavardhana",,,App_001,User_003
Patient Insights,Solution provided,"Issue - Business Reported that there was an issue accessing the CHAMP dashboard.

Resolution - Later Business confirmed that they were able to access the dashboard. Proceeding with the closure of this incident ticket.",INC04472131,2026-03-02 13:44,2026-03-03 18:02,2026-03-10 9:02,3 - Moderate,MISSED,GUNDAP04,Patient Insights | Access Issue | CHAMP dashboard access issue,7 Hours 21 Minutes,"2026-03-03 00:10:54 - Punya Gundanna (Work notes)
Allison Confirmed her access to CHAMP . Will proceed with the closure.

2026-03-03 00:10:54 - Punya Gundanna (Additional comments)
Allison Confirmed her access to CHAMP . Will proceed with the closure.

2026-03-02 14:30:06 - SN_INT0160_SCAUTO_PORTAL_PROD  (Additional comments)
Allison Trought (Allison.Trought@pfizer.com)(user)*** Customer has requested this ticket to be closed ***|I solved it myself, please close the ticket

2026-03-02 13:45:44 - SN_INT0130_SCAUTO_ATR_PROD  (Work notes)
Automation automation-queue job id :6644ab20e245977440f57905 - Ticket could not be solved automatically: Traceback (most recent call last):


2026-03-02 13:45:41 - SN_INT0130_SCAUTO_ATR_PROD  (Work notes)
Automation triggered job id :6644ab20e245977440f57905


2026-03-02 13:44:48 - SN_INT0160_SCAUTO_PORTAL_PROD  (Work notes)

Service Offering not found for location: USA - NJ - Remote
Checking for parent location: United States of America
Service Offering not found for location: United States of America
Checking for parent location: AMER
Service Offering not found for location: AMER
Checking for parent location: Global
Service Offering found for location: Global

CI found using CI sys_id
Assignment Group populated from payload


",,,App_001,User_003
Patient Insights,Solution provided,"Issue - Business Reported that there was an issue accessing the CHAMP dashboard.

Resolution - Later Business confirmed that they were able to access the dashboard. Proceeding with the closure of this incident ticket.",INC04472131,2026-03-02 13:44,2026-03-03 11:30,2026-03-10 9:02,3 - Moderate,MISSED,GUNDAP04,Patient Insights | Access Issue | CHAMP dashboard access issue,10 Hours 25 Minutes,"2026-03-03 00:10:54 - Punya Gundanna (Work notes)
Allison Confirmed her access to CHAMP . Will proceed with the closure.

2026-03-03 00:10:54 - Punya Gundanna (Additional comments)
Allison Confirmed her access to CHAMP . Will proceed with the closure.

2026-03-02 14:30:06 - SN_INT0160_SCAUTO_PORTAL_PROD  (Additional comments)
Allison Trought (Allison.Trought@pfizer.com)(user)*** Customer has requested this ticket to be closed ***|I solved it myself, please close the ticket

2026-03-02 13:45:44 - SN_INT0130_SCAUTO_ATR_PROD  (Work notes)
Automation automation-queue job id :6644ab20e245977440f57905 - Ticket could not be solved automatically: Traceback (most recent call last):


2026-03-02 13:45:41 - SN_INT0130_SCAUTO_ATR_PROD  (Work notes)
Automation triggered job id :6644ab20e245977440f57905


2026-03-02 13:44:48 - SN_INT0160_SCAUTO_PORTAL_PROD  (Work notes)

Service Offering not found for location: USA - NJ - Remote
Checking for parent location: United States of America
Service Offering not found for location: United States of America
Checking for parent location: AMER
Service Offering not found for location: AMER
Checking for parent location: Global
Service Offering found for location: Global

CI found using CI sys_id
Assignment Group populated from payload


",,,App_001,User_003
Patient Insights,,,INC05582564,2026-04-02 11:42,,,3 - Moderate,MADE,BABUS32,Patient Insights | Application Issue | Unable to edit Invoice due to PO Number,,"2026-04-03 01:08:04 - Ramya SK (Work notes)
Assigning to Shridi

2026-04-02 11:43:13 - SN_INT0130_SCAUTO_ATR_PROD  (Work notes)
Update execution status for automation job id :6644ab20e245977440f57905 - status : Finished


2026-04-02 11:43:11 - SN_INT0130_SCAUTO_ATR_PROD  (Work notes)
Assignee got updated


2026-04-02 11:43:08 - SN_INT0130_SCAUTO_ATR_PROD  (Work notes)
Automation triggered job id :6644ab20e245977440f57905


2026-04-02 11:42:23 - SN_INT0160_SCAUTO_PORTAL_PROD  (Work notes)

Service Offering not found for location: USA - NJ - Remote
Checking for parent location: United States of America
Service Offering not found for location: United States of America
Checking for parent location: AMER
Service Offering not found for location: AMER
Checking for parent location: Global
Service Offering found for location: Global

CI found using CI sys_id
Assignment Group populated from payload


",,,App_001,User_001
Patient Insights,,,RITM0189743,2026-01-28 9:59,,2026-02-01 23:19,4 - Low,,GUNDAP04,Patient Insights - Leave Behind Extract,,"2026-02-01 23:19:31 - Punya Gundanna (Additional comments)
Request - To extract champ raw spif extract for OPTUM.

RCA -Business requested for a raw data extract for the account optum for the quarter Q4 2025.

Resolution - We worked to extract the spif data for optum , that also covers for the accounts catamaran and medfusion for the quarter Q4 2025.

2026-01-28 23:55:36 - Punya Gundanna (Additional comments)
Assigning to GUNDAP04.

2026-01-28 09:59:13 - System (Work notes)

Service Offering not found for location: USA - NJ - Remote
Checking for parent location: United States of America
Service Offering not found for location: United States of America
Checking for parent location: AMER
Service Offering not found for location: AMER
Checking for parent location: Global
Service Offering found for location: Global



2026-01-28 09:59:13 - System (Work notes)
Assignment Group passed in the payload is empty/invalid.
Assignment Group is populated via Service offering support group -
GBL-C4 MARM PATIENT INSIGHTS SUPPORT

2026-01-28 09:59:13 - System (Work notes)
* * * * * * * * * * * * * * * * * * * * * * * * * *
Follow your standard service fulfillment work instructions according to the service being requested based on Category Path.

",,,App_001,User_003
Patient Insights,,,RITM0209885,2026-02-10 11:09,,,4 - Low,,GUNDAP04,Patient Insights | Data Request | Intervention data at all for BioPlus from either 2024 and 2025 for any oncology products,,"2026-04-03 09:02:47 - Anuradha Polisetty (Additional comments)
Scheduling a call on Monday to discuss further with our findings.

2026-04-03 08:59:17 - Anuradha Polisetty (Additional comments)
Scheduling a call on Monday to discuss further with our findings.

2026-04-01 07:42:50 - Punya Gundanna (Additional comments)
Working with IQVIA & CDW teams for the missing data.

From: Gundanna, Punya (Contractor) 
Sent: Wednesday, April 1, 2026 5:11 PM
To: Trought, Allison <Allison.Trought@pfizer.com>; Desai, Raj <Raj.Desai@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Patient Insights | RITM0209885 | Missing SPIF Alert Code Analysis - BIOPLUS

Hi Allison,

We can still see the Missing SPIF record alerts for BIOPLUS Inlyta combination. This is due to the absence of corresponding data from IQVIA , along with a mismatch in intervention details compared to the source.

We are currently coordinating with the CDW/IQVIA teams to validate the missing data and determine what is expected versus what is not.

Please do let us know if we can connect with you tomorrow for the same .

Thanks & Regards,
Punya Gundanna
Patient Insights
Pfizer - Revenue Management
punya.gundanna@pfizer.com

2026-03-31 05:35:48 - Punya Gundanna (Additional comments)
Working with IQVIA & CDW team for the missing data.

From: Veeramalli, Ruchitha (Contractor) <Ruchitha.Veeramalli@pfizer.com> 
Sent: Tuesday, March 31, 2026 1:11 PM
To: Gundanna, Punya (Contractor) <Punya.Gundanna@pfizer.com>; DL-DMDWE-OPS <DL-DMDWE-OPS@pfizer.com>; DL-WBB-BIASM-CIR <DL-WBB-BIASM-CIR@pfizer.com>; Chobot, Victor <victor.chobot@iqvia.com>; CSDS-Support DL <csdssupport@iqvia.com>; DL-WBB-BIASM-SALES <DL-WBB-BIASM-SALES@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Patient Insights | INC05321681 | Missing Data for BIOPLUS 

Hi Punya,

We have reviewed the cases you shared. For Case 1, we observed that for the specified products and time pe",,,App_001,User_003
Patient Insights,,,RITM0239914,2026-03-02 10:45,,2026-03-23 7:40,4 - Low,,GUNDAP04,Patient Insights | Enhancement Request | Create two new services: HCP PA Delay/Denial Outreach and Patient Outreach Every 90,,"2026-03-23 07:39:43 - Punya Gundanna (Additional comments)
Addition of services completed in production environment.

Proceeding with the closure of the request ticket.

From: Gundanna, Punya (Contractor) 
Sent: Monday, March 23, 2026 5:09 PM
To: Trought, Allison <Allison.Trought@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Patient Insights | RITM0239914 | Create New Services in CHAMP/Patient Point

Hi Allison,

Upon your confirmation during the Bi-Weekly discussion call on 3/20 , we are proceeding with the closure of this request ticket.

Please let us know if in case of any concerns/queries.

Thanks,
Punya

2026-03-20 03:54:28 - Punya Gundanna (Additional comments)
Pending Customer.

Addition of services completed in PROD environment.

From: Gundanna, Punya (Contractor) 
Sent: Friday, March 20, 2026 11:34 AM
To: Trought, Allison <Allison.Trought@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Patient Insights | RITM0239914 | Create New Services in CHAMP/Patient Point

Hi Allison,

We have added the newly requested services - HCP PA Delay/Denial Outreach and Patient Outreach Every 90 under the new service category ‘Enhanced Service – Transitional Fill’ into the CHAMP/Patient Point of the Production environment.

Please do let us know if you have any concerns/queries or kindly provide your approval to proceed with closure.

Thanks & Regards,
Punya Gundanna
Patient Insights
Pfizer - Revenue Management
punya.gundanna@pfizer.com

2026-03-19 23:44:31 - Punya Gundanna (Additional comments)
Production deployment in progress.
Pending script execution from PASS team.

2026-03-18 00:33:38 - Punya Gundanna (Additional comments)
Production deployment in progress. 
Pending Pfizer - Pending approval from maha to deploy scripts in prod.

From: Gundanna, Punya (Contractor) 
Sent: Tuesday, March 17, 2026 5:08 PM
To: Trought, Allison <Allison.Trought@pfizer.com>
Cc: DL-PatientInsightsSuppo",,,App_001,User_003
Patient Insights,,,RITM0240364,2026-03-02 12:30,,2026-03-23 2:14,4 - Low,,DURGAA02,"Patient Insights | Enhancement Request | Create a new SPP called ""BDRN",,"2026-03-23 01:15:42 - Akhil Durgam (Work notes)
From: Trought, Allison <Allison.Trought@pfizer.com> 
Sent: Friday, March 20, 2026 7:09 PM
To: Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Patient Insights | RITM0240364 | create a new SPP called ""BDRN""

Hi Akhil,

Confirming I can see this in production. Please close the ticket. 

Thank You,

Allison Trought
Senior Manager, Pharmacy Operations & Execution


2026-03-20 02:24:13 - Akhil Durgam (Work notes)
From: Durgam, Akhil (Contractor) 
Sent: Friday, March 20, 2026 11:54 AM
To: Trought, Allison <Allison.Trought@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Patient Insights | RITM0240364 | create a new SPP called ""BDRN""

Hi Allison,

We have added the newly requested SPP-“ BDRN” into the CHAMP/Patient Point of the Production environment.

Please do let us know if you have any concerns/queries or kindly provide your approval to proceed with closure.

Regards,
Akhil


2026-03-20 02:13:39 - Akhil Durgam (Work notes)
From: Durgam, Akhil (Contractor) 
Sent: Friday, March 20, 2026 11:43 AM
To: Trought, Allison <Allison.Trought@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Patient Insights | RITM0240364 | create a new SPP called ""BDRN""

Hi Allison,

Thanks for your approval!

We shall ensure to complete deploying the new account to production by 3/23 and keep you posted of the updates.

Please let us know if in case of any concerns/queries.

Regards,
Akhil


2026-03-18 07:09:04 - Akhil Durgam (Work notes)
From: Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com> 
Sent: Wednesday, March 18, 2026 4:38 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>; Ananthakrishnan, Mahadevan <Mahadevan.Ananthakrishnan@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights| RITM0266706 | Request For Approval",,,App_001,User_002
Patient Insights,,,RITM0271560,2026-03-20 15:23,,2026-03-30 0:28,4 - Low,,DURGAA02,Patient Insights | Enhancement Request | update the SPP name from Fast Access to InfuCare Rx,,"2026-03-30 00:26:34 - Akhil Durgam (Additional comments)
From: Trought, Allison <Allison.Trought@pfizer.com> 
Sent: Thursday, March 26, 2026 6:19 PM
To: Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Patient Insights | RITM0271560 | Update the SPP name from Fast Access to InfuCare Rx 

Hi Akhil,

Thanks. You can close the ticket.

Kind Regards,

Allison Trought
Senior Manager, Pharmacy Operations & Execution

2026-03-27 07:22:12 - Shridi Babu (Additional comments)
From: Trought, Allison <Allison.Trought@pfizer.com> 
Sent: Thursday, March 26, 2026 6:19 PM
To: Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Patient Insights | RITM0271560 | Update the SPP name from Fast Access to InfuCare Rx 

Hi Akhil,

Thanks. You can close the ticket.

Kind Regards,

Allison Trought
Senior Manager, Pharmacy Operations & Execution



2026-03-27 07:22:12 - Shridi Babu (Additional comments)
From: Trought, Allison <Allison.Trought@pfizer.com> 
Sent: Thursday, March 26, 2026 6:19 PM
To: Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Patient Insights | RITM0271560 | Update the SPP name from Fast Access to InfuCare Rx 

Hi Akhil,

Thanks. You can close the ticket.

Kind Regards,

Allison Trought
Senior Manager, Pharmacy Operations & Execution

2026-03-26 03:32:37 - Akhil Durgam (Work notes)
Pending Allison confirmation.

From: Durgam, Akhil (Contractor) 
Sent: Wednesday, March 25, 2026 7:53 PM
To: Trought, Allison <Allison.Trought@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Patient Insights | RITM0271560 | Update the SPP name from Fast Access to InfuCare Rx 

Hi Allison,
 
Good Day!
 
As part of the request ticket RITM0271560 to update the SPP name from Fast Access to InfuCare Rx, w",,,App_001,User_002
Patient Insights,,,RITM0282388,2026-03-27 9:54,,,4 - Low,,POLISA02,Patient Insights | Information/How-To | SPIF code across multiple products but require the product name,,"2026-04-01 07:43:58 - Punya Gundanna (Additional comments)
Assigning to anuradha

2026-04-01 07:43:16 - Punya Gundanna (Additional comments)
Assigning to anuradha

2026-03-30 06:56:13 - Punya Gundanna (Additional comments)
Analysis in progress.

From: Gundanna, Punya (Contractor) 
Sent: Monday, March 30, 2026 4:25 PM
To: Trought, Allison <Allison.Trought@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | RITM0282388 | CHAMP Filter Review

Hi Allison,

We are currently reviewing the request ticket RITM0282388 raised to our queue .

We are investigating on the ask - If we have the same SPIF code across multiple products but require the product name to differentiate where it lands will CHAMP filter to the correct accordingly?

We will make sure to keep you posted of the progress and updates.

Thanks & Regards,
Punya Gundanna
Patient Insights
Pfizer - Revenue Management
punya.gundanna@pfizer.com

2026-03-27 09:54:13 - System (Work notes)

Service Offering not found for location: USA - NJ - Remote
Checking for parent location: United States of America
Service Offering not found for location: United States of America
Checking for parent location: AMER
Service Offering not found for location: AMER
Checking for parent location: Global
Service Offering found for location: Global



2026-03-27 09:54:13 - System (Work notes)
Assignment Group passed in the payload is empty/invalid.
Assignment Group is populated via Service offering support group -
GBL-C4 MARM PATIENT INSIGHTS SUPPORT

2026-03-27 09:54:13 - System (Work notes)
* * * * * * * * * * * * * * * * * * * * * * * * * *
Follow your standard service fulfillment work instructions according to the service being requested based on Category Path.

",,,App_001,User_004
Patient Insights,,,RITM0175337,2026-01-19 6:53,,2026-01-27 0:33,4 - Low,,DURGAA02,Patient Insights | OPSA Dashboard Release 2 | UAT Deployment,,"2026-01-27 00:33:18 - Akhil Durgam (Additional comments)
We have completed the deployment on Friday. Closing this request ticket.

2026-01-23 02:04:49 - Akhil Durgam (Additional comments)
Hi All,

Scheduling this UAT Deployment call via RFC : CHG0273897 at 2:30 PM IST Today.

The deployment includes Snowflake, IICS and Tableau activities.

@DL-IICS Platform Support & @DL-Reveal Please provide POC’s for this activity.

@Ponraj, Rajeshkanna Kindly support this activity.

Thanks,
Akhil

2026-01-20 06:44:02 - Akhil Durgam (Additional comments)
From: Durgam, Akhil (Non-Employee) 
Sent: Tuesday, January 20, 2026 5:14 PM
To: Thirumurugan, Bharath Raj (Non-Employee) <BharathRaj.Thirumurugan@pfizer.com>
Cc: DL-PatientInsights <DL-PatientInsights@pfizer.com>; Talwar, Sahil (Non-Employee) <Sahil.Talwar@pfizer.com>; Nishad, AmarChand <AmarChand.Nishad@pfizer.com>; V, Gayathri (Non-Employee) <Gayathri.V@pfizer.com>; Shah, Tanay (Non-Employee) <Tanay.Shah@pfizer.com>; DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Upcoming OPSA Dashboard Release 2 Deployment: UAT (Jan 20) & Prod (Jan 30)| CHG0273897

Hi @Thirumurugan, Bharath Raj (Non-Employee),

Please be informed that we have raised an RFC CHG0273897 as part of OPSA Dashboard Release 2 – UAT deployment.

We shall schedule the deployment call once we have the necessary approvals.

Kindly let us know in case of any concerns or queries.

Thanks,
Akhil

2026-01-20 06:39:39 - Akhil Durgam (Additional comments)
Pending customer.

We have created the RFC. we are waiting for the required documents to route the rfc for approval.

",,,App_001,User_002
